label,message,clean_text
0,Wat uniform? In where get?,wat uniform where get
0,"Cool, text me when you're ready",cool text when re ready
0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",hello boytoy geeee i miss already i just woke up i wish here bed cuddling i love
0,I will spoil you in bed as well :),i will spoil bed well
0,I'm going for bath will msg you next  &lt;#&gt;  min..,i m going bath will msg next lt gt min
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,i cant keep talking people not sure i can pay agree price pls tell what want really buy how much willing pay
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",thanks ringtone order reference t91 will charged gbp 4 per week can unsubscribe anytime calling customer services 09057039994
0,Can you say what happen,can say what happen
0,You could have seen me..i did't recognise you Face.:),could seen i t recognise face
0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,well there s not lot things happening lindsay new years sighs some bars ptbo blue heron something going
0,Keep my payasam there if rinu brings,keep payasam there rinu brings
0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,i taught ranjith sir called only i sms like becaus hes verifying about project prabu told today only pa dont mistake
0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",i guess s why re worried must know there s way body repairs itself i m quite sure shouldn t worry ll take slow first tests will guide when ovulation just relax nothing ve said reason worry i ll keep followin up
0,"Yeah sure, give me a couple minutes to track down my wallet",yeah sure give couple minutes track down wallet
0,Hey leave it. not a big deal:-) take care.,hey leave not big deal take care
0,Hey i will be late ah... Meet you at 945+,hey i will late ah meet 945
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optout n9dx
0,It took Mr owl 3 licks,took mr owl 3 licks
0,Customer place i will call you.,customer place i will call
0,Mm that time you dont like fun,mm time dont like fun
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update now or2stoptxt
0,Yup having my lunch buffet now.. U eat already?,yup having lunch buffet now u eat already
0,Huh so late... Fr dinner?,huh late fr dinner
0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,hey sat going intro pilates only kickboxing too
0,Morning only i can ok.,morning only i can ok
0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes i think i office lap room i think thats last few days i didnt shut down
0,Pick you up bout 7.30ish? What time are  and that going?,pick up bout 7 30ish what time going
0,From here after The performance award is calculated every two month.not for current one month period..,here after performance award calculated every two month not current one month period
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,actually sleeping still might when u call back text gr8 rock sis will send u text wen i wake
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always putting business out there put pictures ass facebook one most open people i ve ever met why would i think picture room would hurt make feel violated
0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good evening sir al salam wahleykkum sharing happy news grace god i got offer tayseer tissco i joined hope fine inshah allah meet sometime rakhesh visitor india
0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmm k i want change field quickly da i wanna get system administrator network administrator
1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 after 1st free tones 3x cur 150pw e cur nd txt stop
0,Dear how is chechi. Did you talk to her,dear how chechi talk
0,The hair cream has not been shipped.,hair cream not shipped
0,None of that's happening til you get here though,none s happening til get here though
0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",yep great loxahatchee xmas tree burning lt gt starts hour
0,"Haha get used to driving to usf man, I know a lot of stoners",haha get used driving usf man i know lot stoners
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,all well until slightly disastrous class pm fav darlings hope day off ok coffee wld good can t stay late tomorrow same time place always
0,Hello! Good week? Fancy a drink or something later?,hello good week fancy drink something later
0,Headin towards busetop,headin towards busetop
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,message some text missing sender name missing number missing sent date missing missing u lot thats y everything missing sent via fullonsms com
0,Come by our room at some point so we can iron out the plan for this weekend,come room some point can iron out plan weekend
0,Cos i want it to be your thing,cos i want thing
0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",okies i ll go yan jiu too can skip ard oso go cine den go mrt one blah blah blah
0,Bring home some Wendy =D,bring home some wendy d
1,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal l 09064012103 box334sk38ch
0,Whatsup there. Dont u want to sleep,whatsup there dont u want sleep
0,Alright i have a new goal now,alright i new goal now
1,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry into cur 250 weekly competition just text word win 80086 now 18 t c url
0,"Alright, I'll head out in a few minutes, text me where to meet you",alright i ll head out few minutes text where meet
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send logo 2 ur lover 2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 no ads 150p
0,Yes:)from last week itself i'm taking live call.,yes last week itself i m taking live call
1,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,someone contacted dating service entered phone because fancy find out who call landline 09111032124 pobox12n146tf150p
0,Siva is in hostel aha:-.,siva hostel aha
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded cur 2000 prize guaranteed call 09058094455 land line claim 3030 valid 12hrs only
0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send ur friends receive something about ur voice how speaking expression 1 childish 2 naughty 3 sentiment 4 rowdy 5 ful attitude 6 romantic 7 shy 8 attractive 9 funny lt gt irritating lt gt lovable reply
0,Ok. She'll be ok. I guess,ok ll ok i guess
0,aathi..where are you dear..,aathi where dear
0,Any pain on urination any thing else?,any pain urination any thing else
0,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,7 esplanade mind giving lift cos i got no car today
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,i wnt buy bmw car urgently vry urgent hv shortage lt gt lacs there no source arng dis amt lt gt lacs thats prob
0,At home watching tv lor.,home watching tv lor
0,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minutes respond yes no question
1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
0,Booked ticket for pongal?,booked ticket pongal
0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,available now i m like right around hillsborough amp lt gt th
0,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin lt gt dollars shoul i pay lt gt lt gt
0,"Ask g or iouri, I've told the story like ten times already",ask g iouri i ve told story like ten times already
0,How long does applebees fucking take,how long applebees fucking take
0,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope u get txt journey hasnt gd now about 50 mins late i think
0,But i have to. I like to have love and arrange.,i i like love arrange
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes really great bhaji told kallis best cricketer after sachin world very tough get out
0,You were supposed to wake ME up &gt;:(,supposed wake up gt
0,Oic... I saw him too but i tot he din c me... I found a group liao...,oic i saw too i tot din c i found group liao
0,"Sorry, I'll call later",sorry i ll call later
0,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died i can come i m only getting gram now where s place
0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",well done blimey exercise yeah i kinda remember wot hmm
0,I wont get concentration dear you know you are my mind and everything :-),i wont get concentration dear know mind everything
0,LOL ... Have you made plans for new years?,lol made plans new years
0,10 min later k...,10 min later k
0,hanks lotsly!,hanks lotsly
0,Thanks for this hope you had a good day today,thanks hope good day today
0,K:)k:)what are detail you want to transfer?acc no enough?,k k what detail want transfer acc no enough
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok i will tell stay out yeah tough optimistic things will improve month
1,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan any purpose cur 500 cur 75 000 homeowners tenants welcome previously refused can still help call free 0800 1956669 text back help
0,Si si. I think ill go make those oreo truffles.,si si i think ill go make those oreo truffles
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",look amy ure beautiful intelligent woman i like u lot i know u don t like like don t worry
0,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,i hope s result consistently intelligent kind start asking about practicum links keep ears open all best ttyl
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",1 20 call cost which i guess isnt bad miss ya need ya want ya love ya
0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,going thru very different feeling wavering decisions coping up same same individual time will heal everything i believe
0,Where did u go? My phone is gonna die you have to stay in here,where u go phone gonna die stay here
0,Great. Never been better. Each day gives even more reasons to thank God,great never better each day gives even more reasons thank god
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer may now claim free camera phone upgrade loyalty call now 0207 153 9153 offer ends 26th july t c s apply opt out available
0,"Sorry, I'll call later ok bye",sorry i ll call later ok bye
0,Ok i am on the way to railway,ok i way railway
0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess i love giving receiving oral doggy style fave position how about i enjoy making love lt gt times per night
0,They don't put that stuff on the roads to keep it from getting slippery over there?,don t put stuff roads keep getting slippery over there
0,When are you going to ride your bike?,when going ride bike
0,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup no need i ll jus wait 4 e rain 2 stop
0,There are many company. Tell me the language.,there many company tell language
1,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
0,"How long has it been since you screamed, princess?",how long since screamed princess
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing i meant once money enters account here bank will remove flat rate someone transfered lt gt account lt gt dollars got removed banks differ charges also differ sure trust 9ja person sending account details cos
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join uk s largest dogging network txting moan 69888nyt ec2a 31p msg 150p
0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz don t cum 1 more times infront other wise once again i ll trust u good 9t
0,Ok I'm gonna head up to usf in like fifteen minutes,ok i m gonna head up usf like fifteen minutes
0,Love you aathi..love u lot..,love aathi love u lot
0,Tension ah?what machi?any problem?,tension ah what machi any problem
0,"K, can I pick up another 8th when you're done?",k can i pick up another 8th when re done
0,When're you guys getting back? G said you were thinking about not staying for mcr,when re guys getting back g said thinking about not staying mcr
0,"Almost there, see u in a sec",almost there see u sec
0,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos few friends already asking about working all weekend
0,Watching tv lor...,watching tv lor
0,Thank you baby! I cant wait to taste the real thing...,thank baby i cant wait taste real thing
0,You should change your fb to jaykwon thuglyfe falconerf,should change fb jaykwon thuglyfe falconerf
0,If we win its really no 1 side for long time.,win really no 1 side long time
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free terms conditions visit url
0,Dear reached railway. What happen to you,dear reached railway what happen
0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends quality want type i sent boye faded glory about 6 want ralphs maybe 2
0,I think i've fixed it can you send a test message?,i think i ve fixed can send test message
0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man account s dry i would want could trade back half i could buy some shit credit card
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass 2 call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out
0,"Sorry,in meeting I'll call later",sorry meeting i ll call later
0,What class of  &lt;#&gt;  reunion?,what class lt gt reunion
0,Are you free now?can i call now?,free now can i call now
0,Got meh... When?,got meh when
0,Nope... Think i will go for it on monday... Sorry i replied so late,nope think i will go monday sorry i replied late
0,Some of them told accenture is not confirm. Is it true.,some told accenture not confirm true
0,"Kate jackson rec center before 7ish, right?",kate jackson rec center before 7ish right
0,Dear i have reache room,dear i reache room
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy u either win lose bt fightng some1 who close u dificult u lose u lose u win u still lose
0,When can Ì_ come out?,when can come out
0,Check with nuerologist.,check nuerologist
0,Lolnice. I went from a fish to ..water.?,lolnice i went fish water
1,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 congratulations week s competition draw u won cur 1450 prize claim just call 09050002311 b4280703 t cs stop sms 08718727868 over 18 only 150ppm
0,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,no s waiting e car dat s bored wat cos wait outside got nothing 2 home can stuff watch tv wat
0,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,should know now how s anthony bringing money i ve school fees pay rent stuff like thats why i need help friend need
0,What's the significance?,what s significance
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion about 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 latest g s still there can scrounge up some ammo want give new ak try
0,Prabha..i'm soryda..realy..frm heart i'm sory,prabha i m soryda realy frm heart i m sory
0,Lol ok your forgiven :),lol ok forgiven
0,No..jst change tat only..,no jst change tat only
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guaranteed latest nokia phone 40gb ipod mp3 player cur 500 prize txt word collect no 83355 ibhltd ldnw15h 150p mtmsgrcvd18
0,S:)no competition for him.,s no competition
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tones 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 more tones txt more
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topped up url renewal pin tgxxrz
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usually person unconscious s children adults may just behave abnormally i ll call now
0,But that's on ebay it might be less elsewhere.,s ebay might less elsewhere
0,Shall i come to get pickle,shall i come get pickle
0,Were gonna go get some tacos,gonna go get some tacos
0,"That's very rude, you on campus?",s very rude campus
1,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile no awarded cur 2 000 bonus caller prize 02 09 03 2nd attempt contact call 0871 872 9755 box95qu
0,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi i won t b ard 4 christmas enjoy n merry x mas
1,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",today s offer claim ur cur 150 worth discount vouchers text yes 85023 now savamob member offers mobile t cs 08717898035 cur 3 00 sub 16 unsub reply x
0,Yes! How is a pretty lady like you single?,yes how pretty lady like single
1,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,will recieve tone within next 24hrs terms conditions please see channel u teletext pg 750
0,Jay says that you're a double-faggot,jay says re double faggot
1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,private 2003 account statement 07815296484 shows 800 un redeemed s i m points call 08718738001 identifier code 41782 expires 18 11 04
0,What Today-sunday..sunday is holiday..so no work..,what today sunday sunday holiday no work
0,Gudnite....tc...practice going on,gudnite tc practice going
0,I'll be late...,i ll late
0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",i ve not called while hoping l8r malaria know miss guys i miss bani big pls give love especially great day
0,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love how goes day i hope maybe got some leads job i think boytoy send passionate kiss across sea
0,"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna here while see later tonight lt
0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat fingers just press all these buttons doesn t know what
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns d day dear sweet heart happy birthday dear
0,"I am in tirupur da, once you started from office call me.",i tirupur da once started office call
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,url monthlysubscription 50p msg max6 month t csc web age16 2stop txt stop
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famous quote when develop ability listen anything unconditionally without losing temper self confidence means married
0,But am going to college pa. What to do. are else ill come there it self. Pa.,going college pa what else ill come there self pa
0,4 oclock at mine. Just to bash out a flat plan.,4 oclock mine just bash out flat plan
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl not stay bed girl doesn t need recovery time id rather pass out while having fun cooped up bed
0,Then any special there?,any special there
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,i know need get hotel now i just got invitation i apologise cali sweet come some english bloke s weddin
0,"Sorry that took so long, omw now",sorry took long omw now
0,Wait  &lt;#&gt;  min..,wait lt gt min
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok give 5 minutes i think i see btw re alibi cutting hair whole time
0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine finally get sink into bath after i put through paces maybe even having eat while before i left also imagine feel cage cock surrounded bath water reminding always who owns enjoy cuck
0,"Hurry up, I've been weed-deficient for like three days",hurry up i ve weed deficient like three days
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure i get acknowledgement s astoundingly tactless generally faggy demand blood oath fo
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok every night take warm bath drink cup milk ll see work magic still need loose weight just know
0,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,i ll look frying pan case s cheap book perhaps no s silly frying pan isn t likely book
0,O. Well uv causes mutations. Sunscreen is like essential thesedays,o well uv causes mutations sunscreen like essential thesedays
0,Having lunch:)you are not in online?why?,having lunch not online why
0,I know that my friend already told that.,i know friend already told
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pics very pretty how
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",aiyo u always c ex one i dunno abt mei haven reply first time u reply fast y lucky not workin huh got bao ur sugardad ah gee
0,Hi msg me:)i'm in office..,hi msg i m office
0,Thanx 4 e brownie it's v nice...,thanx 4 e brownie s v nice
0,Geeeee ... I love you so much I can barely stand it,geeeee i love much i can barely stand
1,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent trying contact last weekends draw shows won cur 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm
0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe i miss already know can t let send some money towards net i need i want i crave
0,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
0,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey what thinking
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways can just go gym whatever love smiles i hope ok having good day babe i miss much already
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy will make scream pleasure i going slap ass dick
0,WOT U WANNA DO THEN MISSY?,wot u wanna missy
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor i whole morning stay home clean room now room quite clean hee
0,Do you know where my lab goggles went,know where lab goggles went
0,Can you open the door?,can open door
0,Waiting for your call.,waiting call
0,Nope i waiting in sch 4 daddy...,nope i waiting sch 4 daddy
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",won 1 000 cash 2 000 prize claim call09050000327
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",i m tired arguing about week after week what want now i ll same
0,ÌÏ wait 4 me in sch i finish ard 5..,wait 4 sch i finish ard 5
1,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number won cur 5000 claim calls us back ring claims hot line 09050005321
0,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage while u r walkin unfortuntly snake bites u bt love marriage dancing frnt d snake amp sayin bite bite
0,Huh so early.. Then Ì_ having dinner outside izzit?,huh early having dinner outside izzit
0,Ok anyway no need to change with what you said,ok anyway no need change what said
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact re reply offer 750 mins 150 textand new video phone call 08002988890 now reply free delivery tomorrow
0,my ex-wife was not able to have kids. Do you want kids one day?,ex wife not able kids want kids one day
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,how s scotland hope not over showing jjc tendencies take care live dream
0,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache just want use 1 hour sick time
0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",i dun thk i ll quit yet hmmm can go jazz yogasana oso can can go meet em after lessons den
0,"\Pete can you please ring meive hardly gotany credit\""""",pete can please ring meive hardly gotany credit
0,Ya srsly better than yi tho,ya srsly better yi tho
0,"I'm in a meeting, call me later at",i m meeting call later
1,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win cur 250 wkly shopping spree txt shop 80878 t s c s url custcare 08715705022 1x150p wk
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,specially selected receive 2000 pound award call 08712402050 before lines close cost 10ppm 16 t cs apply ag promo
1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private 2003 account statement 07753741225 shows 800 un redeemed s i m points call 08715203677 identifier code 42478 expires 24 10 04
0,You still at grand prix?,still grand prix
0,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",i met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
0,I am great! How are you?,i great how
0,Gud mrng dear have a nice day,gud mrng dear nice day
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone 0800 542 0825 now
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,will exhausted train morning too much wine pie sleep well too
0,I'm going out to buy mum's present ar.,i m going out buy mum s present ar
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin no more tsunamis will occur now rajnikant stopped swimming indian ocean d
0,If u sending her home first it's ok lor. I'm not ready yet.,u sending home first s ok lor i m not ready yet
0,Speaking of does he have any cash yet?,speaking any cash yet
0,Be happy there. I will come after noon,happy there i will come after noon
0,Meet after lunch la...,meet after lunch la
0,TaKe CaRE n gET WeLL sOOn,take care n get well soon
